Provider,Device,Sub-device,Standardized Model,MSRP,Specification,Storage (GB),Storage Type,Connectivity,Material,Max. Trade-In Value (RM),Model_Year,Chipset,Screen Size,Case Size,Charging Method,RAM Configurations (GB),RAM Min (GB),Mac Storage Category,Mac Generation
iTworld,iPhone,Pro,iPhone 13 Pro,4899.0,,128.0,Unknown,Unknown,,990.0,2021,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 13 Pro,5399.0,,256.0,Unknown,Unknown,,1060.0,2021,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 13 Pro,6299.0,,512.0,Unknown,Unknown,,1150.0,2021,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 13 Pro,7199.0,,1024.0,Unknown,Unknown,,1260.0,2021,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 13 Pro Max,5299.0,,128.0,Unknown,Unknown,,1110.0,2021,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 13 Pro Max,5799.0,,256.0,Unknown,Unknown,,1290.0,2021,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 13 Pro Max,6699.0,,512.0,Unknown,Unknown,,1340.0,2021,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 13 Pro Max,7599.0,,1024.0,Unknown,Unknown,,1460.0,2021,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 14,4199.0,,128.0,Unknown,Unknown,,850.0,2022,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 14,4699.0,,256.0,Unknown,Unknown,,950.0,2022,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 14,5699.0,,512.0,Unknown,Unknown,,1110.0,2022,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 14 Plus,4699.0,,128.0,Unknown,Unknown,,950.0,2022,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 14 Plus,5199.0,,256.0,Unknown,Unknown,,1050.0,2022,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 14 Plus,6199.0,,512.0,Unknown,Unknown,,1240.0,2022,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 14 Pro,5299.0,,128.0,Unknown,Unknown,,1340.0,2022,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 14 Pro,5799.0,,256.0,Unknown,Unknown,,1540.0,2022,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 14 Pro,6799.0,,512.0,Unknown,Unknown,,1610.0,2022,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 14 Pro,7799.0,,1024.0,Unknown,Unknown,,1690.0,2022,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 14 Pro Max,5799.0,,128.0,Unknown,Unknown,,1590.0,2022,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 14 Pro Max,6299.0,,256.0,Unknown,Unknown,,1710.0,2022,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 14 Pro Max,7299.0,,512.0,Unknown,Unknown,,1850.0,2022,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 14 Pro Max,8299.0,,1024.0,Unknown,Unknown,,1990.0,2022,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 15,3499.0,,128.0,Unknown,Unknown,,1300.0,2023,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 15,3999.0,,256.0,Unknown,Unknown,,1450.0,2023,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 15,4999.0,,512.0,Unknown,Unknown,,1600.0,2023,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 15 Plus,3999.0,,128.0,Unknown,Unknown,,1450.0,2023,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 15 Plus,4499.0,,256.0,Unknown,Unknown,,1600.0,2023,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 15 Plus,5499.0,,512.0,Unknown,Unknown,,1800.0,2023,A16 Bionic,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 15 Pro,4999.0,,128.0,Unknown,Unknown,,1740.0,2023,A17 Pro,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 15 Pro,5499.0,,256.0,Unknown,Unknown,,2010.0,2023,A17 Pro,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 15 Pro,6499.0,,512.0,Unknown,Unknown,,2140.0,2023,A17 Pro,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 15 Pro,7499.0,,1024.0,Unknown,Unknown,,2360.0,2023,A17 Pro,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 15 Pro Max,5999.0,,256.0,Unknown,Unknown,,2210.0,2023,A17 Pro,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 15 Pro Max,6999.0,,512.0,Unknown,Unknown,,2440.0,2023,A17 Pro,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 15 Pro Max,7999.0,,1024.0,Unknown,Unknown,,2660.0,2023,A17 Pro,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 16,3499.0,,128.0,Unknown,Unknown,,1800.0,2024,A18,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 16,3999.0,,256.0,Unknown,Unknown,,1980.0,2024,A18,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 16,4999.0,,512.0,Unknown,Unknown,,2180.0,2024,A18,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 16 Plus,3999.0,,128.0,Unknown,Unknown,,2090.0,2024,A18,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 16 Plus,4499.0,,256.0,Unknown,Unknown,,2250.0,2024,A18,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 16 Plus,5499.0,,512.0,Unknown,Unknown,,2500.0,2024,A18,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 16 Pro,4999.0,,128.0,Unknown,Unknown,,2310.0,2024,A18 Pro,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 16 Pro,5499.0,,256.0,Unknown,Unknown,,2540.0,2024,A18 Pro,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 16 Pro,6499.0,,512.0,Unknown,Unknown,,2700.0,2024,A18 Pro,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 16 Pro,7499.0,,1024.0,Unknown,Unknown,,2900.0,2024,A18 Pro,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 16 Pro Max,5999.0,,256.0,Unknown,Unknown,,3010.0,2024,A18 Pro,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 16 Pro Max,6999.0,,512.0,Unknown,Unknown,,3200.0,2024,A18 Pro,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 16 Pro Max,7999.0,,1024.0,Unknown,Unknown,,3500.0,2024,A18 Pro,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 16e,2999.0,,128.0,Unknown,Unknown,,1050.0,2025,A18,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 16e,3499.0,,256.0,Unknown,Unknown,,1200.0,2025,A18,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 16e,4499.0,,512.0,Unknown,Unknown,,1500.0,2025,A18,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 17,3999.0,,256.0,Unknown,Unknown,,2290.0,2025,A19,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 17,4999.0,,512.0,Unknown,Unknown,,2700.0,2025,A19,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 17 Pro,5499.0,,256.0,Unknown,Unknown,,3190.0,2025,A19 Pro,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 17 Pro,6499.0,,512.0,Unknown,Unknown,,3600.0,2025,A19 Pro,,,,,,,Unknown
iTworld,iPhone,Pro,iPhone 17 Pro,7499.0,,1024.0,Unknown,Unknown,,4150.0,2025,A19 Pro,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 17 Pro Max,5999.0,,256.0,Unknown,Unknown,,3500.0,2025,A19 Pro,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 17 Pro Max,6999.0,,512.0,Unknown,Unknown,,4130.0,2025,A19 Pro,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 17 Pro Max,7999.0,,1024.0,Unknown,Unknown,,4800.0,2025,A19 Pro,,,,,,,Unknown
iTworld,iPhone,Pro Max,iPhone 17 Pro Max,9999.0,,2048.0,Unknown,Unknown,,6010.0,2025,A19 Pro,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 5s,1749.0,,16.0,Unknown,Unknown,,5.0,2013,A7,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 5s,2049.0,,32.0,Unknown,Unknown,,5.0,2013,A7,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 5s,2349.0,,64.0,Unknown,Unknown,,5.0,2013,A7,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 6,2399.0,,16.0,Unknown,Unknown,,5.0,2014,A8,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 6,2699.0,,32.0,Unknown,Unknown,,5.0,2014,A8,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 6,2999.0,,64.0,Unknown,Unknown,,5.0,2014,A8,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 6,3299.0,,128.0,Unknown,Unknown,,5.0,2014,A8,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 6 Plus,2749.0,,16.0,Unknown,Unknown,,10.0,2014,A8,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 6 Plus,3349.0,,64.0,Unknown,Unknown,,10.0,2014,A8,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 6 Plus,3649.0,,128.0,Unknown,Unknown,,10.0,2014,A8,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 6s,2699.0,,16.0,Unknown,Unknown,,10.0,2015,A9,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 6s,2699.0,,32.0,Unknown,Unknown,,10.0,2015,A9,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 6s,3099.0,,64.0,Unknown,Unknown,,10.0,2015,A9,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 6s,3499.0,,128.0,Unknown,Unknown,,10.0,2015,A9,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 6s Plus,3099.0,,16.0,Unknown,Unknown,,20.0,2015,A9,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 6s Plus,3099.0,,32.0,Unknown,Unknown,,20.0,2015,A9,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 6s Plus,3499.0,,64.0,Unknown,Unknown,,20.0,2015,A9,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 6s Plus,3899.0,,128.0,Unknown,Unknown,,20.0,2015,A9,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 7,3199.0,,32.0,Unknown,Unknown,,50.0,2016,A10 Fusion,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 7,3699.0,,128.0,Unknown,Unknown,,70.0,2016,A10 Fusion,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 7,4199.0,,256.0,Unknown,Unknown,,90.0,2016,A10 Fusion,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 7 Plus,3799.0,,32.0,Unknown,Unknown,,80.0,2016,A10 Fusion,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 7 Plus,4299.0,,128.0,Unknown,Unknown,,110.0,2016,A10 Fusion,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 7 Plus,4799.0,,256.0,Unknown,Unknown,,140.0,2016,A10 Fusion,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 8,3649.0,,64.0,Unknown,Unknown,,120.0,2017,A11 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 8,4099.0,,128.0,Unknown,Unknown,,140.0,2017,A11 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone 8,4549.0,,256.0,Unknown,Unknown,,180.0,2017,A11 Bionic,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 8 Plus,4149.0,,64.0,Unknown,Unknown,,130.0,2017,A11 Bionic,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 8 Plus,4599.0,,128.0,Unknown,Unknown,,160.0,2017,A11 Bionic,,,,,,,Unknown
iTworld,iPhone,Plus,iPhone 8 Plus,5049.0,,256.0,Unknown,Unknown,,190.0,2017,A11 Bionic,,,,,,,Unknown
iTworld,iPhone,Air,iPhone Air,4999.0,,256.0,Unknown,Unknown,,2200.0,2025,A19 Pro,,,,,,,Unknown
iTworld,iPhone,Air,iPhone Air,5999.0,,512.0,Unknown,Unknown,,2400.0,2025,A19 Pro,,,,,,,Unknown
iTworld,iPhone,Air,iPhone Air,6999.0,,1024.0,Unknown,Unknown,,2800.0,2025,A19 Pro,,,,,,,Unknown
iTworld,iPhone,SE,iPhone SE (2016),1949.0,,16.0,Unknown,Unknown,,5.0,2016,A9,,,,,,,Unknown
iTworld,iPhone,SE,iPhone SE (2016),,,32.0,Unknown,Unknown,,5.0,2016,A9,,,,,,,Unknown
iTworld,iPhone,SE,iPhone SE (2016),2449.0,,64.0,Unknown,Unknown,,5.0,2016,A9,,,,,,,Unknown
iTworld,iPhone,SE,iPhone SE (2016),,,128.0,Unknown,Unknown,,5.0,2016,A9,,,,,,,Unknown
iTworld,iPhone,SE,iPhone SE (2020),1999.0,,64.0,Unknown,Unknown,,120.0,2020,A13 Bionic,,,,,,,Unknown
iTworld,iPhone,SE,iPhone SE (2020),2199.0,,128.0,Unknown,Unknown,,170.0,2020,A13 Bionic,,,,,,,Unknown
iTworld,iPhone,SE,iPhone SE (2020),2699.0,,256.0,Unknown,Unknown,,220.0,2020,A13 Bionic,,,,,,,Unknown
iTworld,iPhone,SE,iPhone SE (2022),2099.0,,64.0,Unknown,Unknown,,170.0,2022,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,SE,iPhone SE (2022),2299.0,,128.0,Unknown,Unknown,,220.0,2022,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,SE,iPhone SE (2022),2799.0,,256.0,Unknown,Unknown,,270.0,2022,A15 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone X,5149.0,,64.0,Unknown,Unknown,,140.0,2017,A11 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone X,5899.0,,256.0,Unknown,Unknown,,190.0,2017,A11 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone XR,3599.0,,64.0,Unknown,Unknown,,160.0,2018,A12 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone XR,3849.0,,128.0,Unknown,Unknown,,230.0,2018,A12 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone XR,4299.0,,256.0,Unknown,Unknown,,280.0,2018,A12 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone XS,4999.0,,64.0,Unknown,Unknown,,210.0,2018,A12 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone XS,5699.0,,256.0,Unknown,Unknown,,260.0,2018,A12 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone XS,6649.0,,512.0,Unknown,Unknown,,310.0,2018,A12 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone XS Max,5399.0,,64.0,Unknown,Unknown,,290.0,2018,A12 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone XS Max,6099.0,,256.0,Unknown,Unknown,,370.0,2018,A12 Bionic,,,,,,,Unknown
iTworld,iPhone,Standard,iPhone XS Max,7049.0,,512.0,Unknown,Unknown,,400.0,2018,A12 Bionic,,,,,,,Unknown
Machines,iPhone,SE,iPhone SE (2020),1999.0,,64.0,Unknown,Unknown,,125.0,2020,A13 Bionic,,,,,,,Unknown
Machines,iPhone,SE,iPhone SE (2020),2199.0,,128.0,Unknown,Unknown,,175.0,2020,A13 Bionic,,,,,,,Unknown
Machines,iPhone,SE,iPhone SE (2020),2699.0,,256.0,Unknown,Unknown,,200.0,2020,A13 Bionic,,,,,,,Unknown
Machines,iPhone,SE,iPhone SE (2022),2099.0,,64.0,Unknown,Unknown,,275.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,SE,iPhone SE (2022),2299.0,,128.0,Unknown,Unknown,,325.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,SE,iPhone SE (2022),2799.0,,256.0,Unknown,Unknown,,350.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Plus,iPhone 8 Plus,4149.0,,64.0,Unknown,Unknown,,120.0,2017,A11 Bionic,,,,,,,Unknown
Machines,iPhone,Plus,iPhone 8 Plus,4599.0,,128.0,Unknown,Unknown,,150.0,2017,A11 Bionic,,,,,,,Unknown
Machines,iPhone,Plus,iPhone 8 Plus,5049.0,,256.0,Unknown,Unknown,,180.0,2017,A11 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone X,5149.0,,64.0,Unknown,Unknown,,130.0,2017,A11 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone X,5899.0,,256.0,Unknown,Unknown,,185.0,2017,A11 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone XR,3599.0,,64.0,Unknown,Unknown,,155.0,2018,A12 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone XR,3849.0,,128.0,Unknown,Unknown,,220.0,2018,A12 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone XR,4299.0,,256.0,Unknown,Unknown,,270.0,2018,A12 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone XS,4999.0,,64.0,Unknown,Unknown,,205.0,2018,A12 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone XS,5699.0,,256.0,Unknown,Unknown,,255.0,2018,A12 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone XS,6649.0,,512.0,Unknown,Unknown,,305.0,2018,A12 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone XS Max,5399.0,,64.0,Unknown,Unknown,,285.0,2018,A12 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone XS Max,6099.0,,256.0,Unknown,Unknown,,365.0,2018,A12 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone XS Max,7049.0,,512.0,Unknown,Unknown,,390.0,2018,A12 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 11,3399.0,,64.0,Unknown,Unknown,,340.0,2019,A13 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 11,3599.0,,128.0,Unknown,Unknown,,390.0,2019,A13 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 11,4099.0,,256.0,Unknown,Unknown,,450.0,2019,A13 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 11 Pro,4899.0,,64.0,Unknown,Unknown,,415.0,2019,A13 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 11 Pro,5599.0,,256.0,Unknown,Unknown,,490.0,2019,A13 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 11 Pro,6499.0,,512.0,Unknown,Unknown,,575.0,2019,A13 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 11 Pro Max,5299.0,,64.0,Unknown,Unknown,,475.0,2019,A13 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 11 Pro Max,5999.0,,256.0,Unknown,Unknown,,550.0,2019,A13 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 11 Pro Max,6899.0,,512.0,Unknown,Unknown,,625.0,2019,A13 Bionic,,,,,,,Unknown
Machines,iPhone,Mini,iPhone 12 Mini,3399.0,,64.0,Unknown,Unknown,,300.0,2020,A14 Bionic,,,,,,,Unknown
Machines,iPhone,Mini,iPhone 12 Mini,3599.0,,128.0,Unknown,Unknown,,375.0,2020,A14 Bionic,,,,,,,Unknown
Machines,iPhone,Mini,iPhone 12 Mini,4099.0,,256.0,Unknown,Unknown,,400.0,2020,A14 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 12,3899.0,,64.0,Unknown,Unknown,,450.0,2020,A14 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 12,4099.0,,128.0,Unknown,Unknown,,500.0,2020,A14 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 12,4599.0,,256.0,Unknown,Unknown,,575.0,2020,A14 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 12 Pro,4899.0,,128.0,Unknown,Unknown,,625.0,2020,A14 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 12 Pro,5399.0,,256.0,Unknown,Unknown,,700.0,2020,A14 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 12 Pro,6299.0,,512.0,Unknown,Unknown,,750.0,2020,A14 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 12 Pro Max,5299.0,,128.0,Unknown,Unknown,,800.0,2020,A14 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 12 Pro Max,5799.0,,256.0,Unknown,Unknown,,900.0,2020,A14 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 12 Pro Max,6699.0,,512.0,Unknown,Unknown,,975.0,2020,A14 Bionic,,,,,,,Unknown
Machines,iPhone,Mini,iPhone 13 Mini,3399.0,,128.0,Unknown,Unknown,,550.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Mini,iPhone 13 Mini,3899.0,,256.0,Unknown,Unknown,,600.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Mini,iPhone 13 Mini,4799.0,,512.0,Unknown,Unknown,,675.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 13,3899.0,,128.0,Unknown,Unknown,,740.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 13,4399.0,,256.0,Unknown,Unknown,,840.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 13,5299.0,,512.0,Unknown,Unknown,,900.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 13 Pro,4899.0,,128.0,Unknown,Unknown,,975.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 13 Pro,5399.0,,256.0,Unknown,Unknown,,1050.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 13 Pro,6299.0,,512.0,Unknown,Unknown,,1140.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 13 Pro,7199.0,,1024.0,Unknown,Unknown,,1250.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 13 Pro Max,5299.0,,128.0,Unknown,Unknown,,1100.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 13 Pro Max,5799.0,,256.0,Unknown,Unknown,,1275.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 13 Pro Max,6699.0,,512.0,Unknown,Unknown,,1325.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 13 Pro Max,7599.0,,1024.0,Unknown,Unknown,,1450.0,2021,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 14,4199.0,,128.0,Unknown,Unknown,,925.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 14,4699.0,,256.0,Unknown,Unknown,,1000.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 14,5699.0,,512.0,Unknown,Unknown,,1100.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Plus,iPhone 14 Plus,4699.0,,128.0,Unknown,Unknown,,1000.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Plus,iPhone 14 Plus,5199.0,,256.0,Unknown,Unknown,,1100.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Plus,iPhone 14 Plus,6199.0,,512.0,Unknown,Unknown,,1225.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 14 Pro,5299.0,,128.0,Unknown,Unknown,,1325.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 14 Pro,5799.0,,256.0,Unknown,Unknown,,1540.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 14 Pro,6799.0,,512.0,Unknown,Unknown,,1600.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 14 Pro,7799.0,,1024.0,Unknown,Unknown,,1675.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 14 Pro Max,5799.0,,128.0,Unknown,Unknown,,1575.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 14 Pro Max,6299.0,,256.0,Unknown,Unknown,,1700.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 14 Pro Max,7299.0,,512.0,Unknown,Unknown,,1835.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 14 Pro Max,8299.0,,1024.0,Unknown,Unknown,,1975.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 14 (eSIM),4199.0,,128.0,Unknown,Unknown,,850.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 14 (eSIM),4699.0,,256.0,Unknown,Unknown,,935.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Standard,iPhone 14 (eSIM),5699.0,,512.0,Unknown,Unknown,,1020.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Plus,iPhone 14 Plus (eSIM),4699.0,,128.0,Unknown,Unknown,,895.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Plus,iPhone 14 Plus (eSIM),5199.0,,256.0,Unknown,Unknown,,985.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Plus,iPhone 14 Plus (eSIM),6199.0,,512.0,Unknown,Unknown,,1080.0,2022,A15 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 14 Pro (eSIM),5299.0,,128.0,Unknown,Unknown,,1140.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 14 Pro (eSIM),5799.0,,256.0,Unknown,Unknown,,1310.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 14 Pro (eSIM),6799.0,,512.0,Unknown,Unknown,,1375.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Pro,iPhone 14 Pro (eSIM),7799.0,,1024.0,Unknown,Unknown,,1465.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 14 Pro Max (eSIM),5799.0,,128.0,Unknown,Unknown,,1350.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 14 Pro Max (eSIM),6299.0,,256.0,Unknown,Unknown,,1445.0,2022,A16 Bionic,,,,,,,Unknown
Machines,iPhone,Pro Max,iPhone 14 Pro Max (eSIM),7299.0,,512.0,Unknown,Unknown,,1560.0,2022,A16 Bionic,,,,,,,Unknown
