Provider,Device,Sub-device,Standardized Model,Specification,Storage (GB),Storage Type,Connectivity,Material,Max. Trade-In Value (RM)
Switch,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,256 GB,,Wi-Fi,,250
Switch,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,512 GB,,Wi-Fi + Cellular,,350
Switch,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,512 GB,,Wi-Fi,,300
Switch,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,128 GB,,Wi-Fi + Cellular,,830
Switch,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,128 GB,,Wi-Fi,,750
Switch,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,256 GB,,Wi-Fi + Cellular,,930
Switch,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,256 GB,,Wi-Fi,,830
Switch,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,512 GB,,Wi-Fi + Cellular,,1100
Switch,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,512 GB,,Wi-Fi,,950
Switch,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,1 TB,,Wi-Fi + Cellular,,1130
Switch,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,1 TB,,Wi-Fi,,1000
Switch,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,128 GB,,Wi-Fi + Cellular,,1130
Switch,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,128 GB,,Wi-Fi,,1030
Switch,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,256 GB,,Wi-Fi + Cellular,,1320
Switch,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,256 GB,,Wi-Fi,,1200
Switch,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,512 GB,,Wi-Fi + Cellular,,1480
Switch,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,512 GB,,Wi-Fi,,1330
Switch,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,1 TB,,Wi-Fi + Cellular,,1560
Switch,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,1 TB,,Wi-Fi,,1370
Switch,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,2 TB,,Wi-Fi + Cellular,,1750
Switch,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,2 TB,,Wi-Fi,,1560
Switch,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,128 GB,,Wi-Fi + Cellular,,1400
Switch,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,128 GB,,Wi-Fi,,1230
Switch,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,256 GB,,Wi-Fi + Cellular,,1530
Switch,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,256 GB,,Wi-Fi,,1380
Switch,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,512 GB,,Wi-Fi + Cellular,,1650
Switch,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,512 GB,,Wi-Fi,,1500
Switch,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,1 TB,,Wi-Fi + Cellular,,1750
Switch,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,1 TB,,Wi-Fi,,1600
Switch,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,2 TB,,Wi-Fi + Cellular,,1950
Switch,iPad,iPad Pro,iPad Pro 11-inch M2 (2022),,2 TB,,Wi-Fi,,1800
Switch,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Nano Glass,,1 TB,,Wi-Fi + Cellular,,3000
Switch,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Nano Glass,,2 TB,,Wi-Fi + Cellular,,3550
Switch,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,256 GB,,Wi-Fi + Cellular,,2100
Switch,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,512 GB,,Wi-Fi + Cellular,,2430
Switch,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,1 TB,,Wi-Fi + Cellular,,2950
Switch,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,2 TB,,Wi-Fi + Cellular,,3500
Switch,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Nano Glass,,1 TB,,Wi-Fi,,2700
Switch,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Nano Glass,,2 TB,,Wi-Fi,,3250
Switch,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,256 GB,,Wi-Fi,,1800
Switch,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,512 GB,,Wi-Fi,,2180
Switch,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,1 TB,,Wi-Fi,,2680
Switch,iPad,iPad Pro,iPad Pro 11-inch M4 (2024) Standard Glass,,2 TB,,Wi-Fi,,3210
Switch,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,64 GB,,Wi-Fi + Cellular,,650
Switch,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,64 GB,,Wi-Fi,,550
Switch,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,256 GB,,Wi-Fi + Cellular,,750
Switch,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,256 GB,,Wi-Fi,,650
Switch,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,512 GB,,Wi-Fi + Cellular,,850
Switch,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,512 GB,,Wi-Fi,,750
Switch,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,1 TB,,Wi-Fi + Cellular,,950
Switch,iPad,iPad Pro,iPad Pro 11-inch A12X (2018),,1 TB,,Wi-Fi,,850
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),,32 GB,,Wi-Fi + Cellular,,190
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),,32 GB,,Wi-Fi,,160
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,128 GB,,Wi-Fi + Cellular,,1280
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,128 GB,,Wi-Fi,,1180
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,256 GB,,Wi-Fi + Cellular,,1380
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,256 GB,,Wi-Fi,,1300
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,512 GB,,Wi-Fi + Cellular,,1510
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,512 GB,,Wi-Fi,,1400
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,1 TB,,Wi-Fi + Cellular,,1660
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,1 TB,,Wi-Fi,,1510
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,2 TB,,Wi-Fi + Cellular,,1810
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M1 (2021),,2 TB,,Wi-Fi,,1740
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,128 GB,,Wi-Fi + Cellular,,1580
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,128 GB,,Wi-Fi,,1430
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,256 GB,,Wi-Fi + Cellular,,1700
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,256 GB,,Wi-Fi,,1550
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,512 GB,,Wi-Fi + Cellular,,1850
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,512 GB,,Wi-Fi,,1680
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,1 TB,,Wi-Fi + Cellular,,1930
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,1 TB,,Wi-Fi,,1880
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,2 TB,,Wi-Fi + Cellular,,2130
Switch,iPad,iPad Pro,iPad Pro 12.9-inch M2 (2022),,2 TB,,Wi-Fi,,2080
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),,128 GB,,Wi-Fi + Cellular,,200
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),,128 GB,,Wi-Fi,,170
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),,256 GB,,Wi-Fi + Cellular,,250
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A9X (2015),,256 GB,,Wi-Fi,,200
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),,64 GB,,Wi-Fi + Cellular,,410
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),,64 GB,,Wi-Fi,,380
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),,256 GB,,Wi-Fi + Cellular,,480
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),,256 GB,,Wi-Fi,,430
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),,512 GB,,Wi-Fi + Cellular,,580
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A10X (2017),,512 GB,,Wi-Fi,,560
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,64 GB,,Wi-Fi + Cellular,,750
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,64 GB,,Wi-Fi,,650
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,256 GB,,Wi-Fi + Cellular,,850
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,256 GB,,Wi-Fi,,750
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,512 GB,,Wi-Fi + Cellular,,950
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,512 GB,,Wi-Fi,,850
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,1 TB,,Wi-Fi + Cellular,,1050
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12X (2018),,1 TB,,Wi-Fi,,950
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,128 GB,,Wi-Fi + Cellular,,1100
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,128 GB,,Wi-Fi,,930
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,256 GB,,Wi-Fi + Cellular,,1230
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,256 GB,,Wi-Fi,,1100
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,512 GB,,Wi-Fi + Cellular,,1380
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,512 GB,,Wi-Fi,,1230
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,1 TB,,Wi-Fi + Cellular,,1450
Switch,iPad,iPad Pro,iPad Pro 12.9-inch A12Z (2020),,1 TB,,Wi-Fi,,1310
Switch,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Nano Glass,,1 TB,,Wi-Fi + Cellular,,3650
Switch,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Nano Glass,,2 TB,,Wi-Fi + Cellular,,4200
Switch,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,256 GB,,Wi-Fi + Cellular,,2620
Switch,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,512 GB,,Wi-Fi + Cellular,,3000
Switch,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,1 TB,,Wi-Fi + Cellular,,3600
Switch,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,2 TB,,Wi-Fi + Cellular,,4150
Switch,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Nano Glass,,1 TB,,Wi-Fi,,3250
Switch,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Nano Glass,,2 TB,,Wi-Fi,,3800
Switch,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,256 GB,,Wi-Fi,,2230
Switch,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,512 GB,,Wi-Fi,,2650
Switch,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,1 TB,,Wi-Fi,,3210
Switch,iPad,iPad Pro,iPad Pro 13-inch M4 (2024) Standard Glass,,2 TB,,Wi-Fi,,3780
Switch,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),,32 GB,,Wi-Fi + Cellular,,160
Switch,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),,32 GB,,Wi-Fi,,150
Switch,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),,128 GB,,Wi-Fi + Cellular,,170
Switch,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),,128 GB,,Wi-Fi,,160
Switch,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),,256 GB,,Wi-Fi + Cellular,,210
Switch,iPad,iPad Pro,iPad Pro 9.7-inch A9X (2016),,256 GB,,Wi-Fi,,200
UR,iPad,iPad,iPad 10,,64 GB,,Wi-Fi + Cellular,,690
UR,iPad,iPad,iPad 10,,256 GB,,Wi-Fi + Cellular,,800
UR,iPad,iPad,iPad 10,,64 GB,,Wi-Fi,,610
UR,iPad,iPad,iPad 10,,256 GB,,Wi-Fi,,690
UR,iPad,iPad,iPad 11,,128 GB,,Wi-Fi + Cellular,,840
UR,iPad,iPad,iPad 11,,256 GB,,Wi-Fi + Cellular,,1040
UR,iPad,iPad,iPad 11,,512 GB,,Wi-Fi + Cellular,,1370
UR,iPad,iPad,iPad 11,,128 GB,,Wi-Fi,,640
UR,iPad,iPad,iPad 11,,256 GB,,Wi-Fi,,820
UR,iPad,iPad,iPad 11,,512 GB,,Wi-Fi,,1110
UR,iPad,iPad,iPad 4,,16 GB,,Wi-Fi + Cellular,,60
UR,iPad,iPad,iPad 4,,16 GB,,Wi-Fi,,50
UR,iPad,iPad,iPad 4,,32 GB,,Wi-Fi + Cellular,,60
UR,iPad,iPad,iPad 4,,32 GB,,Wi-Fi,,50
UR,iPad,iPad,iPad 4,,64 GB,,Wi-Fi + Cellular,,60
UR,iPad,iPad,iPad 4,,64 GB,,Wi-Fi,,50
UR,iPad,iPad,iPad 4,,128 GB,,Wi-Fi + Cellular,,60
UR,iPad,iPad,iPad 4,,128 GB,,Wi-Fi,,50
UR,iPad,iPad,iPad 5,,32 GB,,Wi-Fi + Cellular,,100
UR,iPad,iPad,iPad 5,,32 GB,,Wi-Fi,,80
UR,iPad,iPad,iPad 5,,128 GB,,Wi-Fi + Cellular,,130
UR,iPad,iPad,iPad 5,,128 GB,,Wi-Fi,,100
UR,iPad,iPad,iPad 6,,32 GB,,Wi-Fi + Cellular,,130
UR,iPad,iPad,iPad 6,,32 GB,,Wi-Fi,,100
UR,iPad,iPad,iPad 6,,128 GB,,Wi-Fi + Cellular,,170
UR,iPad,iPad,iPad 6,,128 GB,,Wi-Fi,,130
UR,iPad,iPad,iPad 7,,32 GB,,Wi-Fi + Cellular,,170
UR,iPad,iPad,iPad 7,,32 GB,,Wi-Fi,,150
UR,iPad,iPad,iPad 7,,128 GB,,Wi-Fi + Cellular,,340
UR,iPad,iPad,iPad 7,,128 GB,,Wi-Fi,,240
UR,iPad,iPad,iPad 8,,32 GB,,Wi-Fi + Cellular,,310
UR,iPad,iPad,iPad 8,,32 GB,,Wi-Fi,,200
UR,iPad,iPad,iPad 8,,128 GB,,Wi-Fi + Cellular,,360
UR,iPad,iPad,iPad 8,,128 GB,,Wi-Fi,,260
UR,iPad,iPad,iPad 9,,64 GB,,Wi-Fi + Cellular,,350
UR,iPad,iPad,iPad 9,,64 GB,,Wi-Fi,,300
UR,iPad,iPad,iPad 9,,256 GB,,Wi-Fi + Cellular,,450
UR,iPad,iPad,iPad 9,,256 GB,,Wi-Fi,,400
UR,iPad,iPad Air,iPad Air 1 9.7-inch A7 (2013),,16 GB,,Wi-Fi + Cellular,,60
UR,iPad,iPad Air,iPad Air 1 9.7-inch A7 (2013),,16 GB,,Wi-Fi,,40
UR,iPad,iPad Air,iPad Air 1 9.7-inch A7 (2013),,32 GB,,Wi-Fi + Cellular,,80
UR,iPad,iPad Air,iPad Air 1 9.7-inch A7 (2013),,32 GB,,Wi-Fi,,60
UR,iPad,iPad Air,iPad Air 1 9.7-inch A7 (2013),,64 GB,,Wi-Fi + Cellular,,90
UR,iPad,iPad Air,iPad Air 1 9.7-inch A7 (2013),,64 GB,,Wi-Fi,,70
UR,iPad,iPad Air,iPad Air 1 9.7-inch A7 (2013),,128 GB,,Wi-Fi + Cellular,,100
UR,iPad,iPad Air,iPad Air 1 9.7-inch A7 (2013),,128 GB,,Wi-Fi,,80
UR,iPad,iPad Air,iPad Air 2 9.7-inch A8X (2014),,16 GB,,Wi-Fi + Cellular,,100
UR,iPad,iPad Air,iPad Air 2 9.7-inch A8X (2014),,16 GB,,Wi-Fi,,80
UR,iPad,iPad Air,iPad Air 2 9.7-inch A8X (2014),,32 GB,,Wi-Fi + Cellular,,120
UR,iPad,iPad Air,iPad Air 2 9.7-inch A8X (2014),,32 GB,,Wi-Fi,,90
UR,iPad,iPad Air,iPad Air 2 9.7-inch A8X (2014),,64 GB,,Wi-Fi + Cellular,,130
UR,iPad,iPad Air,iPad Air 2 9.7-inch A8X (2014),,64 GB,,Wi-Fi,,100
UR,iPad,iPad Air,iPad Air 2 9.7-inch A8X (2014),,128 GB,,Wi-Fi + Cellular,,150
UR,iPad,iPad Air,iPad Air 2 9.7-inch A8X (2014),,128 GB,,Wi-Fi,,120
UR,iPad,iPad Air,iPad Air 3 10.5-inch A12 (2019),,64 GB,,Wi-Fi + Cellular,,350
UR,iPad,iPad Air,iPad Air 3 10.5-inch A12 (2019),,64 GB,,Wi-Fi,,250
UR,iPad,iPad Air,iPad Air 3 10.5-inch A12 (2019),,256 GB,,Wi-Fi + Cellular,,500
UR,iPad,iPad Air,iPad Air 3 10.5-inch A12 (2019),,256 GB,,Wi-Fi,,400
UR,iPad,iPad Air,iPad Air 4 10.9-inch A14 (2020),,64 GB,,Wi-Fi + Cellular,,730
UR,iPad,iPad Air,iPad Air 4 10.9-inch A14 (2020),,64 GB,,Wi-Fi,,560
UR,iPad,iPad Air,iPad Air 4 10.9-inch A14 (2020),,256 GB,,Wi-Fi + Cellular,,850
UR,iPad,iPad Air,iPad Air 4 10.9-inch A14 (2020),,256 GB,,Wi-Fi,,700
UR,iPad,iPad Air,iPad Air 5 10.9-inch M1 (2022),,64 GB,,Wi-Fi + Cellular,,950
UR,iPad,iPad Air,iPad Air 5 10.9-inch M1 (2022),,64 GB,,Wi-Fi,,840
UR,iPad,iPad Air,iPad Air 5 10.9-inch M1 (2022),,256 GB,,Wi-Fi + Cellular,,1050
UR,iPad,iPad Air,iPad Air 5 10.9-inch M1 (2022),,256 GB,,Wi-Fi,,950
UR,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,128 GB,,Wi-Fi + Cellular,,1400
UR,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,256 GB,,Wi-Fi + Cellular,,1530
UR,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,512 GB,,Wi-Fi + Cellular,,1650
UR,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,1 TB,,Wi-Fi + Cellular,,1850
UR,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,128 GB,,Wi-Fi,,1050
UR,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,256 GB,,Wi-Fi,,1150
UR,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,512 GB,,Wi-Fi,,1300
UR,iPad,iPad Air,iPad Air 6 11-inch M2 (2024),,1 TB,,Wi-Fi,,1450
UR,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,128 GB,,Wi-Fi + Cellular,,1580
UR,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,256 GB,,Wi-Fi + Cellular,,1780
UR,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,512 GB,,Wi-Fi + Cellular,,1900
UR,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,1 TB,,Wi-Fi + Cellular,,2100
UR,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,128 GB,,Wi-Fi,,1300
UR,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,256 GB,,Wi-Fi,,1480
UR,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,512 GB,,Wi-Fi,,1700
UR,iPad,iPad Air,iPad Air 6 13-inch M2 (2024),,1 TB,,Wi-Fi,,1850
UR,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,128 GB,,Wi-Fi + Cellular,,1660
UR,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,256 GB,,Wi-Fi + Cellular,,1850
UR,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,512 GB,,Wi-Fi + Cellular,,2100
UR,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,1 TB,,Wi-Fi + Cellular,,2350
UR,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,128 GB,,Wi-Fi,,1280
UR,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,256 GB,,Wi-Fi,,1480
UR,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,512 GB,,Wi-Fi,,1700
UR,iPad,iPad Air,iPad Air 7 11-inch M3 (2025),,1 TB,,Wi-Fi,,1900
UR,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,128 GB,,Wi-Fi + Cellular,,1930
UR,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,256 GB,,Wi-Fi + Cellular,,2150
UR,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,512 GB,,Wi-Fi + Cellular,,2400
UR,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,1 TB,,Wi-Fi + Cellular,,2700
UR,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,128 GB,,Wi-Fi,,1680
UR,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,256 GB,,Wi-Fi,,1870
UR,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,512 GB,,Wi-Fi,,2100
UR,iPad,iPad Air,iPad Air 7 13-inch M3 (2025),,1 TB,,Wi-Fi,,2450
UR,iPad,iPad mini,iPad Mini 1,,16 GB,,Wi-Fi + Cellular,,40
UR,iPad,iPad mini,iPad Mini 1,,16 GB,,Wi-Fi,,40
UR,iPad,iPad mini,iPad Mini 1,,32 GB,,Wi-Fi + Cellular,,40
UR,iPad,iPad mini,iPad Mini 1,,32 GB,,Wi-Fi,,40
UR,iPad,iPad mini,iPad Mini 1,,64 GB,,Wi-Fi + Cellular,,40
UR,iPad,iPad mini,iPad Mini 1,,64 GB,,Wi-Fi,,40
UR,iPad,iPad mini,iPad Mini 2,,16 GB,,Wi-Fi + Cellular,,60
UR,iPad,iPad mini,iPad Mini 2,,16 GB,,Wi-Fi,,40
UR,iPad,iPad mini,iPad Mini 2,,32 GB,,Wi-Fi + Cellular,,60
UR,iPad,iPad mini,iPad Mini 2,,32 GB,,Wi-Fi,,40
UR,iPad,iPad mini,iPad Mini 2,,64 GB,,Wi-Fi + Cellular,,60
UR,iPad,iPad mini,iPad Mini 2,,64 GB,,Wi-Fi,,40
UR,iPad,iPad mini,iPad Mini 2,,128 GB,,Wi-Fi + Cellular,,60
UR,iPad,iPad mini,iPad Mini 2,,128 GB,,Wi-Fi,,40
UR,iPad,iPad mini,iPad Mini 3,,16 GB,,Wi-Fi + Cellular,,90
UR,iPad,iPad mini,iPad Mini 3,,16 GB,,Wi-Fi,,80
UR,iPad,iPad mini,iPad Mini 3,,64 GB,,Wi-Fi + Cellular,,120
UR,iPad,iPad mini,iPad Mini 3,,64 GB,,Wi-Fi,,100
UR,iPad,iPad mini,iPad Mini 3,,128 GB,,Wi-Fi + Cellular,,150
UR,iPad,iPad mini,iPad Mini 3,,128 GB,,Wi-Fi,,130
UR,iPad,iPad mini,iPad Mini 4,,16 GB,,Wi-Fi + Cellular,,120
UR,iPad,iPad mini,iPad Mini 4,,16 GB,,Wi-Fi,,100
UR,iPad,iPad mini,iPad Mini 4,,32 GB,,Wi-Fi + Cellular,,170
UR,iPad,iPad mini,iPad Mini 4,,32 GB,,Wi-Fi,,140
UR,iPad,iPad mini,iPad Mini 4,,64 GB,,Wi-Fi + Cellular,,200
UR,iPad,iPad mini,iPad Mini 4,,64 GB,,Wi-Fi,,170
UR,iPad,iPad mini,iPad Mini 4,,128 GB,,Wi-Fi + Cellular,,250
UR,iPad,iPad mini,iPad Mini 4,,128 GB,,Wi-Fi,,200
UR,iPad,iPad mini,iPad Mini 5,,64 GB,,Wi-Fi + Cellular,,350
UR,iPad,iPad mini,iPad Mini 5,,64 GB,,Wi-Fi,,300
UR,iPad,iPad mini,iPad Mini 5,,256 GB,,Wi-Fi + Cellular,,400
UR,iPad,iPad mini,iPad Mini 5,,256 GB,,Wi-Fi,,350
UR,iPad,iPad mini,iPad Mini 6,,64 GB,,Wi-Fi + Cellular,,800
UR,iPad,iPad mini,iPad Mini 6,,64 GB,,Wi-Fi,,590
UR,iPad,iPad mini,iPad Mini 6,,256 GB,,Wi-Fi + Cellular,,900
UR,iPad,iPad mini,iPad Mini 6,,256 GB,,Wi-Fi,,700
UR,iPad,iPad mini,iPad Mini 7,,128 GB,,Wi-Fi + Cellular,,1070
UR,iPad,iPad mini,iPad Mini 7,,256 GB,,Wi-Fi + Cellular,,1290
UR,iPad,iPad mini,iPad Mini 7,,512 GB,,Wi-Fi + Cellular,,1520
UR,iPad,iPad mini,iPad Mini 7,,128 GB,,Wi-Fi,,890
UR,iPad,iPad mini,iPad Mini 7,,256 GB,,Wi-Fi,,1010
UR,iPad,iPad mini,iPad Mini 7,,512 GB,,Wi-Fi,,1350
UR,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,64 GB,,Wi-Fi + Cellular,,200
UR,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,64 GB,,Wi-Fi,,150
UR,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,256 GB,,Wi-Fi + Cellular,,300
UR,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,256 GB,,Wi-Fi,,250
UR,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,512 GB,,Wi-Fi + Cellular,,350
UR,iPad,iPad Pro,iPad Pro 10.5-inch A10X (2017),,512 GB,,Wi-Fi,,300
UR,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,128 GB,,Wi-Fi + Cellular,,830
UR,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,128 GB,,Wi-Fi,,750
UR,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,256 GB,,Wi-Fi + Cellular,,930
UR,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,256 GB,,Wi-Fi,,830
UR,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,512 GB,,Wi-Fi + Cellular,,1100
UR,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,512 GB,,Wi-Fi,,950
UR,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,1 TB,,Wi-Fi + Cellular,,1130
UR,iPad,iPad Pro,iPad Pro 11-inch A12Z (2020),,1 TB,,Wi-Fi,,1000
UR,iPad,iPad Pro,iPad Pro 11-inch M1 (2021),,128 GB,,Wi-Fi + Cellular,,1130
