Provider,Device,Sub-device,Standardized Model,Specification,Storage (GB),Storage Type,Connectivity,Material,Max. Trade-In Value (RM)
Switch,Mac,MacBook Pro,MacBook Pro i7 3.1GHz 13-inch (Early 2015),,256 GB,SSD,,,120
Switch,Mac,MacBook Pro,MacBook Pro i7 3.1GHz 13-inch (Early 2015),,512 GB,SSD,,,150
Switch,Mac,MacBook Pro,MacBook Pro i7 3.1GHz 13-inch (Early 2015),,1 TB,SSD,,,150
Switch,Mac,MacBook Pro,MacBook Pro i7 3.1GHz 15-inch (Mid 2017),,256 GB,SSD,,,800
Switch,Mac,MacBook Pro,MacBook Pro i7 3.1GHz 15-inch (Mid 2017),,512 GB,SSD,,,820
Switch,Mac,MacBook Pro,MacBook Pro i7 3.1GHz 15-inch (Mid 2017),,1 TB,SSD,,,840
Switch,Mac,MacBook Pro,MacBook Pro i7 3.1GHz 15-inch (Mid 2017),,2 TB,SSD,,,890
Switch,Mac,MacBook Pro,MacBook Pro i7 3.3GHz 13-inch (Late 2016),,256 GB,SSD,,,450
Switch,Mac,MacBook Pro,MacBook Pro i7 3.3GHz 13-inch (Late 2016),,512 GB,SSD,,,460
Switch,Mac,MacBook Pro,MacBook Pro i7 3.3GHz 13-inch (Late 2016),,1 TB,SSD,,,470
Switch,Mac,MacBook Pro,MacBook Pro i7 3.5GHz 13-inch (Mid 2017),,256 GB,SSD,,,720
Switch,Mac,MacBook Pro,MacBook Pro i7 3.5GHz 13-inch (Mid 2017),,512 GB,SSD,,,800
Switch,Mac,MacBook Pro,MacBook Pro i7 3.5GHz 13-inch (Mid 2017),,1 TB,SSD,,,840
Switch,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 15-inch (Mid 2019),,256 GB,SSD,,,1030
Switch,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 15-inch (Mid 2019),,512 GB,SSD,,,1100
Switch,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 15-inch (Mid 2019),,1 TB,SSD,,,1290
Switch,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 15-inch (Mid 2019),,2 TB,SSD,,,1390
Switch,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 15-inch (Mid 2019),,4 TB,SSD,,,1510
Switch,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 16-inch (Late 2019),,1 TB,SSD,,,1280
Switch,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 16-inch (Late 2019),,2 TB,SSD,,,1380
Switch,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 16-inch (Late 2019),,4 TB,SSD,,,1560
Switch,Mac,MacBook Pro,MacBook Pro i9 2.3GHz 16-inch (Late 2019),,8 TB,SSD,,,1570
Switch,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 15-inch (Mid 2019),,256 GB,SSD,,,1030
Switch,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 15-inch (Mid 2019),,512 GB,SSD,,,1180
Switch,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 15-inch (Mid 2019),,1 TB,SSD,,,1290
Switch,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 15-inch (Mid 2019),,2 TB,SSD,,,1390
Switch,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 15-inch (Mid 2019),,4 TB,SSD,,,1510
Switch,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 16-inch (Late 2019),,512 GB,SSD,,,1190
Switch,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 16-inch (Late 2019),,1 TB,SSD,,,1410
Switch,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 16-inch (Late 2019),,2 TB,SSD,,,1480
Switch,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 16-inch (Late 2019),,4 TB,SSD,,,1600
Switch,Mac,MacBook Pro,MacBook Pro i9 2.4GHz 16-inch (Late 2019),,8 TB,SSD,,,1740
Switch,Mac,MacBook Pro,MacBook Pro i9 2.9GHz 15-inch (Mid 2018),,256 GB,SSD,,,910
Switch,Mac,MacBook Pro,MacBook Pro i9 2.9GHz 15-inch (Mid 2018),,512 GB,SSD,,,960
Switch,Mac,MacBook Pro,MacBook Pro i9 2.9GHz 15-inch (Mid 2018),,1 TB,SSD,,,1040
Switch,Mac,MacBook Pro,MacBook Pro i9 2.9GHz 15-inch (Mid 2018),,2 TB,SSD,,,1130
Switch,Mac,MacBook Pro,MacBook Pro i9 2.9GHz 15-inch (Mid 2018),,4 TB,SSD,,,1230
Switch,Mac,MacBook Pro,MacBook Pro M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,256 GB,SSD,,,910
Switch,Mac,MacBook Pro,MacBook Pro M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,512 GB,SSD,,,960
Switch,Mac,MacBook Pro,MacBook Pro M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,1 TB,SSD,,,1030
Switch,Mac,MacBook Pro,MacBook Pro M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,2 TB,SSD,,,1150
Switch,Mac,MacBook Pro,MacBook Pro M2 8-Core CPU & 10-Core GPU 13-inch (Mid 2022),,256 GB,SSD,,,1400
Switch,Mac,MacBook Pro,MacBook Pro M2 8-Core CPU & 10-Core GPU 13-inch (Mid 2022),,512 GB,SSD,,,1680
Switch,Mac,MacBook Pro,MacBook Pro M2 8-Core CPU & 10-Core GPU 13-inch (Mid 2022),,1 TB,SSD,,,1900
Switch,Mac,MacBook Pro,MacBook Pro M2 8-Core CPU & 10-Core GPU 13-inch (Mid 2022),,2 TB,SSD,,,2260
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 30-Core GPU 14-inch (Early 2023),,512 GB,SSD,,,2910
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 30-Core GPU 14-inch (Early 2023),,1 TB,SSD,,,2940
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 30-Core GPU 14-inch (Early 2023),,2 TB,SSD,,,3950
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 30-Core GPU 14-inch (Early 2023),,4 TB,SSD,,,4460
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 30-Core GPU 14-inch (Early 2023),,8 TB,SSD,,,5630
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 30-Core GPU 16-inch (Early 2023),,512 GB,SSD,,,3540
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 30-Core GPU 16-inch (Early 2023),,1 TB,SSD,,,3720
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 30-Core GPU 16-inch (Early 2023),,2 TB,SSD,,,4040
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 30-Core GPU 16-inch (Early 2023),,4 TB,SSD,,,4670
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 30-Core GPU 16-inch (Early 2023),,8 TB,SSD,,,5920
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 38-Core GPU 14-inch (Early 2023),,512 GB,SSD,,,3360
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 38-Core GPU 14-inch (Early 2023),,1 TB,SSD,,,3640
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 38-Core GPU 14-inch (Early 2023),,2 TB,SSD,,,4120
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 38-Core GPU 14-inch (Early 2023),,4 TB,SSD,,,4800
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 38-Core GPU 14-inch (Early 2023),,8 TB,SSD,,,6030
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 38-Core GPU 16-inch (Early 2023),,512 GB,SSD,,,3700
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 38-Core GPU 16-inch (Early 2023),,1 TB,SSD,,,3800
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 38-Core GPU 16-inch (Early 2023),,2 TB,SSD,,,4460
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 38-Core GPU 16-inch (Early 2023),,4 TB,SSD,,,4870
Switch,Mac,MacBook Pro,MacBook Pro M2 Max 12-Core CPU & 38-Core GPU 16-inch (Early 2023),,8 TB,SSD,,,6330
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 10-Core CPU & 16-Core GPU 14-inch (Early 2023),,512 GB,SSD,,,2490
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 10-Core CPU & 16-Core GPU 14-inch (Early 2023),,1 TB,SSD,,,2650
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 10-Core CPU & 16-Core GPU 14-inch (Early 2023),,2 TB,SSD,,,2930
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 10-Core CPU & 16-Core GPU 14-inch (Early 2023),,4 TB,SSD,,,3370
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 10-Core CPU & 16-Core GPU 14-inch (Early 2023),,8 TB,SSD,,,4290
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 12-Core CPU & 19-Core GPU 14-inch (Early 2023),,512 GB,SSD,,,2530
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 12-Core CPU & 19-Core GPU 14-inch (Early 2023),,1 TB,SSD,,,2650
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 12-Core CPU & 19-Core GPU 14-inch (Early 2023),,2 TB,SSD,,,3250
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 12-Core CPU & 19-Core GPU 14-inch (Early 2023),,4 TB,SSD,,,3840
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 12-Core CPU & 19-Core GPU 14-inch (Early 2023),,8 TB,SSD,,,4780
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 12-Core CPU & 19-Core GPU 16-inch (Early 2023),,512 GB,SSD,,,2950
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 12-Core CPU & 19-Core GPU 16-inch (Early 2023),,1 TB,SSD,,,3160
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 12-Core CPU & 19-Core GPU 16-inch (Early 2023),,2 TB,SSD,,,3540
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 12-Core CPU & 19-Core GPU 16-inch (Early 2023),,4 TB,SSD,,,4330
Switch,Mac,MacBook Pro,MacBook Pro M2 Pro 12-Core CPU & 19-Core GPU 16-inch (Early 2023),,8 TB,SSD,,,5570
Switch,Mac,MacBook Pro,MacBook Pro M3 8-Core CPU & 10-Core GPU 14-inch (Late 2023),,512 GB,SSD,,,2560
Switch,Mac,MacBook Pro,MacBook Pro M3 8-Core CPU & 10-Core GPU 14-inch (Late 2023),,1 TB,SSD,,,2820
Switch,Mac,MacBook Pro,MacBook Pro M3 8-Core CPU & 10-Core GPU 14-inch (Late 2023),,2 TB,SSD,,,3550
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 14-Core CPU & 30-Core GPU 14-inch (Late 2023),,512 GB,SSD,,,4640
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 14-Core CPU & 30-Core GPU 14-inch (Late 2023),,1 TB,SSD,,,4830
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 14-Core CPU & 30-Core GPU 14-inch (Late 2023),,2 TB,SSD,,,5260
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 14-Core CPU & 30-Core GPU 14-inch (Late 2023),,4 TB,SSD,,,6450
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 14-Core CPU & 30-Core GPU 14-inch (Late 2023),,8 TB,SSD,,,7450
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 14-Core CPU & 30-Core GPU 16-inch (Late 2023),,512 GB,SSD,,,5240
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 14-Core CPU & 30-Core GPU 16-inch (Late 2023),,1 TB,SSD,,,5680
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 14-Core CPU & 30-Core GPU 16-inch (Late 2023),,2 TB,SSD,,,6150
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 14-Core CPU & 30-Core GPU 16-inch (Late 2023),,4 TB,SSD,,,7200
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 14-Core CPU & 30-Core GPU 16-inch (Late 2023),,8 TB,SSD,,,8710
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 16-Core CPU & 40-Core GPU 14-inch (Late 2023),,512 GB,SSD,,,5260
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 16-Core CPU & 40-Core GPU 14-inch (Late 2023),,1 TB,SSD,,,5420
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 16-Core CPU & 40-Core GPU 14-inch (Late 2023),,2 TB,SSD,,,6100
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 16-Core CPU & 40-Core GPU 14-inch (Late 2023),,4 TB,SSD,,,6940
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 16-Core CPU & 40-Core GPU 14-inch (Late 2023),,8 TB,SSD,,,8600
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 16-Core CPU & 40-Core GPU 16-inch (Late 2023),,512 GB,SSD,,,6000
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 16-Core CPU & 40-Core GPU 16-inch (Late 2023),,1 TB,SSD,,,6450
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 16-Core CPU & 40-Core GPU 16-inch (Late 2023),,2 TB,SSD,,,7030
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 16-Core CPU & 40-Core GPU 16-inch (Late 2023),,4 TB,SSD,,,7660
Switch,Mac,MacBook Pro,MacBook Pro M3 Max 16-Core CPU & 40-Core GPU 16-inch (Late 2023),,8 TB,SSD,,,9570
Switch,Mac,MacBook Pro,MacBook Pro M3 Pro 11-Core CPU & 14-Core GPU 14-inch (Late 2023),,512 GB,SSD,,,3040
Switch,Mac,MacBook Pro,MacBook Pro M3 Pro 11-Core CPU & 14-Core GPU 14-inch (Late 2023),,1 TB,SSD,,,3320
Switch,Mac,MacBook Pro,MacBook Pro M3 Pro 11-Core CPU & 14-Core GPU 14-inch (Late 2023),,2 TB,SSD,,,4100
Switch,Mac,MacBook Pro,MacBook Pro M3 Pro 11-Core CPU & 14-Core GPU 14-inch (Late 2023),,4 TB,SSD,,,4950
Switch,Mac,MacBook Pro,MacBook Pro M3 Pro 12-Core CPU & 18-Core GPU 14-inch (Late 2023),,512 GB,SSD,,,3440
Switch,Mac,MacBook Pro,MacBook Pro M3 Pro 12-Core CPU & 18-Core GPU 14-inch (Late 2023),,1 TB,SSD,,,3720
Switch,Mac,MacBook Pro,MacBook Pro M3 Pro 12-Core CPU & 18-Core GPU 14-inch (Late 2023),,2 TB,SSD,,,4130
Switch,Mac,MacBook Pro,MacBook Pro M3 Pro 12-Core CPU & 18-Core GPU 14-inch (Late 2023),,4 TB,SSD,,,4800
Switch,Mac,MacBook Pro,MacBook Pro M3 Pro 12-Core CPU & 18-Core GPU 16-inch (Late 2023),,512 GB,SSD,,,3940
Switch,Mac,MacBook Pro,MacBook Pro M3 Pro 12-Core CPU & 18-Core GPU 16-inch (Late 2023),,1 TB,SSD,,,4380
Switch,Mac,MacBook Pro,MacBook Pro M3 Pro 12-Core CPU & 18-Core GPU 16-inch (Late 2023),,2 TB,SSD,,,5130
Switch,Mac,MacBook Pro,MacBook Pro M3 Pro 12-Core CPU & 18-Core GPU 16-inch (Late 2023),,4 TB,SSD,,,5910
UR,Mac,MacBook Air,MacBook Air i3 1.1GHz 13-inch (Early 2020),,256 GB,SSD,,,350
UR,Mac,MacBook Air,MacBook Air i3 1.1GHz 13-inch (Early 2020),,512 GB,SSD,,,360
UR,Mac,MacBook Air,MacBook Air i3 1.1GHz 13-inch (Early 2020),,1 TB,SSD,,,370
UR,Mac,MacBook Air,MacBook Air i3 1.1GHz 13-inch (Early 2020),,2 TB,SSD,,,430
UR,Mac,MacBook Air,MacBook Air i5 1.1GHz 13-inch (Early 2020),,256 GB,SSD,,,460
UR,Mac,MacBook Air,MacBook Air i5 1.1GHz 13-inch (Early 2020),,512 GB,SSD,,,500
UR,Mac,MacBook Air,MacBook Air i5 1.1GHz 13-inch (Early 2020),,1 TB,SSD,,,510
UR,Mac,MacBook Air,MacBook Air i5 1.1GHz 13-inch (Early 2020),,2 TB,SSD,,,580
UR,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Early 2015),,128 GB,SSD,,,50
UR,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Early 2015),,256 GB,SSD,,,50
UR,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Early 2015),,512 GB,SSD,,,50
UR,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Late 2018),,128 GB,SSD,,,250
UR,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Late 2018),,256 GB,SSD,,,350
UR,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Late 2018),,512 GB,SSD,,,400
UR,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Late 2018),,1.5 TB,SSD,,,450
UR,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Mid 2019),,128 GB,SSD,,,410
UR,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Mid 2019),,256 GB,SSD,,,420
UR,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Mid 2019),,512 GB,SSD,,,490
UR,Mac,MacBook Air,MacBook Air i5 1.6GHz 13-inch (Mid 2019),,1 TB,SSD,,,500
UR,Mac,MacBook Air,MacBook Air i5 1.8GHz 13-inch (Mid 2017),,128 GB,SSD,,,180
UR,Mac,MacBook Air,MacBook Air i5 1.8GHz 13-inch (Mid 2017),,256 GB,SSD,,,230
UR,Mac,MacBook Air,MacBook Air i5 1.8GHz 13-inch (Mid 2017),,512 GB,SSD,,,260
UR,Mac,MacBook Air,MacBook Air i7 1.2GHz 13-inch (Early 2020),,256 GB,SSD,,,490
UR,Mac,MacBook Air,MacBook Air i7 1.2GHz 13-inch (Early 2020),,512 GB,SSD,,,500
UR,Mac,MacBook Air,MacBook Air i7 1.2GHz 13-inch (Early 2020),,1 TB,SSD,,,530
UR,Mac,MacBook Air,MacBook Air i7 1.2GHz 13-inch (Early 2020),,2 TB,SSD,,,600
UR,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Early 2015),,128 GB,SSD,,,80
UR,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Early 2015),,256 GB,SSD,,,80
UR,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Early 2015),,512 GB,SSD,,,80
UR,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Mid 2017),,128 GB,SSD,,,260
UR,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Mid 2017),,256 GB,SSD,,,310
UR,Mac,MacBook Air,MacBook Air i7 2.2GHz 13-inch (Mid 2017),,512 GB,SSD,,,430
UR,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),,128 GB,SSD,,,460
UR,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),,256 GB,SSD,,,560
UR,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),,512 GB,SSD,,,570
UR,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),,1 TB,SSD,,,580
UR,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 7-Core GPU 13-inch (Late 2020),,2 TB,SSD,,,660
UR,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,256 GB,SSD,,,580
UR,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,512 GB,SSD,,,610
UR,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,1 TB,SSD,,,680
UR,Mac,MacBook Air,MacBook Air M1 8-Core CPU & 8-Core GPU 13-inch (Late 2020),,2 TB,SSD,,,710
UR,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 13.6-inch (Mid 2022),,256 GB,SSD,,,1210
UR,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 13.6-inch (Mid 2022),,512 GB,SSD,,,1400
UR,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 13.6-inch (Mid 2022),,1 TB,SSD,,,1560
UR,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 13.6-inch (Mid 2022),,2 TB,SSD,,,2020
UR,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 15-inch (Mid 2023),,256 GB,SSD,,,1860
UR,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 15-inch (Mid 2023),,512 GB,SSD,,,2020
UR,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 15-inch (Mid 2023),,1 TB,SSD,,,2250
UR,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 10-Core GPU 15-inch (Mid 2023),,2 TB,SSD,,,2820
UR,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 8-Core GPU 13.6-inch (Mid 2022),,256 GB,SSD,,,1210
UR,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 8-Core GPU 13.6-inch (Mid 2022),,512 GB,SSD,,,1400
UR,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 8-Core GPU 13.6-inch (Mid 2022),,1 TB,SSD,,,1560
UR,Mac,MacBook Air,MacBook Air M2 8-Core CPU & 8-Core GPU 13.6-inch (Mid 2022),,2 TB,SSD,,,1900
UR,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 13.6-inch (Early 2024),,256 GB,SSD,,,1980
UR,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 13.6-inch (Early 2024),,512 GB,SSD,,,2160
UR,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 13.6-inch (Early 2024),,1 TB,SSD,,,2480
UR,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 13.6-inch (Early 2024),,2 TB,SSD,,,3100
UR,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),,256 GB,SSD,,,2300
UR,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),,512 GB,SSD,,,2540
UR,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),,1 TB,SSD,,,3170
UR,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 10-Core GPU 15-inch (Early 2024),,2 TB,SSD,,,3450
UR,Mac,MacBook Air,MacBook Air M3 8-Core CPU & 8-Core GPU 13.6-inch (Early 2024),,256 GB,SSD,,,1970
UR,Mac,MacBook,MacBook i5 1.3GHz 12-inch (Mid 2017),,256 GB,SSD,,,280
UR,Mac,MacBook,MacBook i5 1.3GHz 12-inch (Mid 2017),,512 GB,SSD,,,330
UR,Mac,MacBook,MacBook i7 1.4GHz 12-inch (Mid 2017),,256 GB,SSD,,,330
UR,Mac,MacBook,MacBook i7 1.4GHz 12-inch (Mid 2017),,512 GB,SSD,,,380
UR,Mac,MacBook,MacBook M3 1.1GHz 12-inch (Early 2016),,256 GB,SSD,,,120
UR,Mac,MacBook,MacBook M3 1.2GHz 12-inch (Mid 2017),,256 GB,SSD,,,280
UR,Mac,MacBook,MacBook M5 1.2GHz 12-inch (Early 2016),,512 GB,SSD,,,250
UR,Mac,MacBook,MacBook M7 1.3GHz 12-inch (Early 2016),,256 GB,SSD,,,190
UR,Mac,MacBook,MacBook M7 1.3GHz 12-inch (Early 2016),,512 GB,SSD,,,250
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,512 GB,SSD,,,2520
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,1 TB,SSD,,,2680
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,2 TB,SSD,,,2680
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,4 TB,SSD,,,3510
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,8 TB,SSD,,,4380
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,512 GB,SSD,,,2690
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,1 TB,SSD,,,2780
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,2 TB,SSD,,,3130
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,4 TB,SSD,,,3580
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Max 10-Core CPU & 32-Core GPU (2021),,8 TB,SSD,,,4550
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,512 GB,SSD,,,1980
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,1 TB,SSD,,,2170
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,2 TB,SSD,,,2410
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,4 TB,SSD,,,2890
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 14-Core GPU (2021),,8 TB,SSD,,,3970
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,512 GB,SSD,,,2120
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,1 TB,SSD,,,2300
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,2 TB,SSD,,,2560
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,4 TB,SSD,,,3070
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 10-Core CPU & 16-Core GPU (2021),,8 TB,SSD,,,4090
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,512 GB,SSD,,,1840
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,1 TB,SSD,,,2050
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,2 TB,SSD,,,2070
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,4 TB,SSD,,,2510
UR,Mac,MacBook Pro,MacBook Pro 14-inch M1 Pro 8-Core CPU & 14-Core GPU (2021),,8 TB,SSD,,,3700
UR,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,512 GB,SSD,,,2700
UR,Mac,MacBook Pro,MacBook Pro 16-inch M1 Max 10-Core CPU & 24-Core GPU (2021),,1 TB,SSD,,,2750
