Collection Date,Pricing Category,Provider,Device,Model,Specification,Max. Trade-In Value (RM),Source URL
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),1TB,1975,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),2TB,2375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),4TB,2925,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),512GB,1825,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 24-Core GPU (Early 2022),8TB,3625,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),1TB,2100,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),2TB,2450,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),4TB,2975,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),512GB,1975,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Max 10-Core CPU and 32-Core GPU (Early 2022),8TB,3825,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 48-Core GPU (Early 2022),1TB,3250,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 48-Core GPU (Early 2022),2TB,3950,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 48-Core GPU (Early 2022),4TB,4200,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 48-Core GPU (Early 2022),8TB,5075,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 64-Core GPU (Early 2022),1TB,4375,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 64-Core GPU (Early 2022),2TB,4775,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 64-Core GPU (Early 2022),4TB,5325,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M1 Ultra 20-core CPU and 64-Core GPU (Early 2022),8TB,5900,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),1TB SSD,3225,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),2TB SSD,3825,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),4TB SSD,4700,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),512GB SSD,3000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 30-Core GPU (Mid 2023),8TB SSD,5900,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),1TB SSD,3575,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),2TB SSD,4150,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),4TB SSD,5000,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),512GB SSD,3225,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Max 12-Core CPU and 38-Core GPU (Mid 2023),8TB SSD,6150,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),1TB SSD,5925,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),2TB SSD,6475,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),4TB SSD,7150,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 60-Core GPU (Mid 2023),8TB SSD,8350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),1TB SSD,7350,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),2TB SSD,7950,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),4TB SSD,8800,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M2 Ultra 24-Core CPU and 76-Core GPU (Mid 2023),8TB SSD,9600,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),16TB SSD,13600,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),1TB SSD,8675,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),2TB SSD,9450,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),4TB SSD,10025,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 28-core CPU and 60‑core GPU (Early 2025),8TB SSD,11125,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),16TB SSD,15525,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),1TB SSD,10525,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),2TB SSD,11300,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),4TB SSD,11850,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M3 Ultra 32-core CPU and 80‑core GPU (Early 2025),8TB SSD,12950,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),1TB SSD,4800,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),2TB SSD,5650,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),4TB SSD,6175,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),512GB SSD,4325,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 14-core CPU and 32‑core GPU (Early 2025),8TB SSD,7575,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),1TB SSD,5850,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),2TB SSD,6575,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),4TB SSD,7050,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),512GB SSD,5175,https://compasia.my/pages/trade-in
,Trade-in Platform,CompAsia,Mac,Mac Studio M4 Max 16-core CPU and 40‑core GPU (Early 2025),8TB SSD,8375,https://compasia.my/pages/trade-in
